section,page,entity,relation
5.11,0,"('MACHINE LEARNING BASICS', 'support vector machine', 'logistic regression', 'kernel trick')","('MACHINE LEARNING BASICS', 'based on', 'support vector machine')
('MACHINE LEARNING BASICS', 'based on', 'logistic regression')
('support vector machine', 'subclass of', 'kernel trick')"
5.11,1,"('kernel trick', 'Gaussian kernel', 'support vector machines', 'kernel machines', 'linear models')","('kernel trick', 'based on', 'Gaussian kernel')
('Gaussian kernel', 'part of', 'support vector machines')
('kernel trick', 'subclass of', 'kernel machines')
('kernel trick', 'use', 'linear models')"
5.11,2,"('deep learning', 'neural network', 'RBF kernel SVM', 'k-nearest neighbors')","('deep learning', 'subclass of', 'neural network')
('neural network', 'based on', 'RBF kernel SVM')
('neural network', 'based on', 'k-nearest neighbors')"
5.11,3,There are no additional entity annotations in this passage.,No additional entity annotations are found.
5.11,4,"('decision tree', 'internal node', 'leaf node', 'binary string identifier', '2D plane')","('decision tree', 'based on', 'internal node')
('decision tree', 'based on', 'leaf node')
('internal node', 'instance of', 'binary string identifier')
('internal node', 'based on', '2D plane')"
5.11,5,"('machine learning basics', 'decision tree', 'Breiman et al.', 'input space', 'learning algorithm', 'region', 'parameters', 'figure 5.7', 'node', 'axis-aligned cut', 'leaf node', 'output', 'specialized algorithms', 'scope', 'non-parametric', 'size constraints', 'parametric models', 'logistic regression', 'decision boundary', 'axis-aligned splits', 'nearest neighbor predictors', 'computational resources', 'intuition', 'sophisticated algorithms', 'k-NN', 'baselines', 'Murphy (2012)', 'Bishop (2006)', 'Hastie et al. (2001)', 'machine learning textbooks', 'unsupervised learning algorithms', 'section 5.1.3', 'features', 'supervision signal', 'value', 'feature', 'target', 'supervisor', 'distribution', 'human labor', 'annotate examples', 'density estimation', 'sample drawing', 'denoise data', 'manifold', 'clustering', 'groups')","('machine learning basics', 'instance of', 'decision tree')
('decision tree', 'based on', 'Breiman et al.')
('decision tree', 'facet of', 'input space')
('decision tree', 'facet of', 'learning algorithm')
('input space', 'part of', 'region')
('learning algorithm', 'part of', 'region')
('region', 'based on', 'parameters')
('region', 'part of', 'figure 5.7')
('region', 'part of', 'node')
('region', 'part of', 'axis-aligned cut')
('region', 'part of', 'leaf node')
('axis-aligned cut', 'part of', 'output')
('leaf node', 'part of', 'output')
('output', 'based on', 'specialized algorithms')
('output', 'facet of', 'scope')
('specialized algorithms', 'facet of', 'scope')
('specialized algorithms', 'facet of', 'size constraints')
('size constraints', 'part of', 'parametric models')
('parametric models', 'based on', 'logistic regression')
('output', 'part of', 'decision boundary')
('decision boundary', 'facet of', 'axis-aligned splits')
('axis-aligned splits', 'facet of', 'nearest neighbor predictors')
('nearest neighbor predictors', 'based on', 'computational resources')
('nearest neighbor predictors', 'based on', 'intuition')
('nearest neighbor predictors', 'based on', 'sophisticated algorithms')
('sophisticated algorithms', 'facet of', 'k-NN')
('k-NN', 'based on', 'baselines')
('decision tree', 'based on', 'Murphy (2012)')
('decision tree', 'based on', 'Bishop (2006)')
('decision tree', 'based on', 'Hastie et al. (2001)')
('machine learning basics', 'based on', 'machine learning textbooks')
('unsupervised learning algorithms', 'based on', 'section 5.1.3')
('region', 'based on', 'features')
('output', 'based on', 'supervision signal')
('features', 'part of', 'value')
('value', 'part of', 'feature')
('supervision signal', 'part of', 'target')
('supervision signal', 'part of', 'supervisor')
('region', 'part of', 'distribution')
('distribution', 'based on', 'human labor')
('distribution', 'based on', 'annotate examples')
('distribution', 'based on', 'density estimation')
('distribution', 'based on', 'sample drawing')
('distribution', 'based on', 'denoise data')
('region', 'part of', 'manifold')
('manifold', 'based on', 'clustering')
('clustering', 'based on', 'groups')"
5.11,6,"('machine learning basics', 'unsupervised learning task', 'representation of the data', 'sparse representations', 'Barlow (1989)', 'Olshausen and Field (1996)', 'Hinton and Ghahramani (1997)', 'dimensionality', 'independent representations', 'sources of variation', 'data distribution', 'statistics', 'low-dimensional representations', 'dependencies', 'high-dimensional data', 'redundancies', 'deep learning', 'principal components analysis', 'compression', 'unsupervised learning algorithm')","('machine learning basics', 'based on', 'unsupervised learning task')
('unsupervised learning task', 'facet of', 'representation of the data')
('representation of the data', 'based on', 'sparse representations')
('sparse representations', 'based on', 'Barlow (1989)')
('sparse representations', 'based on', 'Olshausen and Field (1996)')
('sparse representations', 'based on', 'Hinton and Ghahramani (1997)')
('representation of the data', 'facet of', 'dimensionality')
('dimensionality', 'facet of', 'independent representations')
('independent representations', 'based on', 'sources of variation')
('data distribution', 'facet of', 'statistics')
('statistics', 'facet of', 'low-dimensional representations')
('low-dimensional representations', 'based on', 'dependencies')
('low-dimensional representations', 'facet of', 'high-dimensional data')
('high-dimensional data', 'based on', 'redundancies')
('redundancies', 'based on', 'deep learning')
('redundancies', 'based on', 'principal components analysis')
('low-dimensional representations', 'facet of', 'compression')
('compression', 'based on', 'unsupervised learning algorithm')"
5.11,7,"('machine learning basics', 'linear projection', 'variance', 'new space', 'original data', 'axis-aligned', 'transformed data', 'variance', 'linear correlation', 'representation learning algorithm', 'nonlinear relationships', 'orthogonal', 'transformation', 'input', 'representation', 'dimensionality reduction method', 'information', 'least-squares reconstruction error', 'PCA representation', 'decorrelation', 'design matrix', 'mean', 'sample covariance matrix')","('machine learning basics', 'based on', 'linear projection')
('linear projection', 'facet of', 'variance')
('linear projection', 'facet of', 'new space')
('new space', 'facet of', 'original data')
('linear projection', 'facet of', 'axis-aligned')
('original data', 'facet of', 'transformed data')
('transformed data', 'facet of', 'variance')
('transformed data', 'facet of', 'linear correlation')
('representation learning algorithm', 'facet of', 'nonlinear relationships')
('transformed data', 'facet of', 'orthogonal')
('orthogonal', 'part of', 'transformation')
('input', 'facet of', 'representation')
('representation', 'facet of', 'dimensionality reduction method')
('dimensionality reduction method', 'facet of', 'information')
('dimensionality reduction method', 'facet of', 'least-squares reconstruction error')
('least-squares reconstruction error', 'based on', 'PCA representation')
('PCA representation', 'facet of', 'decorrelation')
('original data', 'facet of', 'design matrix')
('design matrix', 'facet of', 'mean')
('design matrix', 'facet of', 'sample covariance matrix')"
5.11,8,"('machine learning basics', 'linear transformation', 'representation', 'variance', 'design matrix', 'principal components', 'eigenvectors', 'singular value decomposition', 'right singular vectors', 'variance of X', 'covariance of z')","('machine learning basics', 'based on', 'linear transformation')
('linear transformation', 'facet of', 'representation')
('representation', 'facet of', 'variance')
('representation', 'facet of', 'design matrix')
('design matrix', 'facet of', 'principal components')
('principal components', 'based on', 'eigenvectors')
('principal components', 'based on', 'singular value decomposition')
('singular value decomposition', 'based on', 'right singular vectors')
('variance of X', 'part of', 'representation')
('representation', 'facet of', 'covariance of z')"
5.11,9,"('linear transformation', 'diagonal covariance matrix', 'uncorrelated', 'unknown factors of variation', 'rotation', 'principal axes of variance', 'basis', 'correlation', 'dependency', 'k-means clustering', 'clusters', 'one-hot code vector', 'sparse representation', 'distributed representation', 'centroids', 'convergence', 'training examples')","('linear transformation', 'facet of', 'diagonal covariance matrix')
('diagonal covariance matrix', 'facet of', 'uncorrelated')
('uncorrelated', 'facet of', 'unknown factors of variation')
('linear transformation', 'facet of', 'rotation')
('rotation', 'facet of', 'principal axes of variance')
('rotation', 'facet of', 'basis')
('correlation', 'facet of', 'dependency')
('k-means clustering', 'based on', 'clusters')
('clusters', 'based on', 'one-hot code vector')
('sparse representation', 'facet of', 'distributed representation')
('clusters', 'based on', 'centroids')
('centroids', 'based on', 'convergence')
('convergence', 'based on', 'training examples')"
5.11,10,"('MACHINE LEARNING', 'clustering', 'Euclidean distance', 'training data', 'cluster assignments', 'real world', 'clustering algorithms', 'dataset', 'images', 'red trucks', 'red cars', 'gray trucks', 'gray cars', 'number of clusters', 'attributes', 'distributed representation', 'learning algorithm', 'color', 'car', 'truck', 'manufacturer', 'age', 'optimal distributed representation', 'learning algorithm', 'many attributes', 'similarity', 'objects', 'fine-grained way', 'testing', 'Stochastic Gradient Descent')","('clustering', 'based on', 'Euclidean distance')
('clustering', 'use', 'training data')
('clustering', 'use', 'cluster assignments')
('clustering', 'part of', 'real world')
('clustering', 'use', 'clustering algorithms')
('clustering', 'use', 'dataset')
('dataset', 'instance of', 'images')
('dataset', 'part of', 'red trucks')
('dataset', 'part of', 'red cars')
('dataset', 'part of', 'gray trucks')
('dataset', 'part of', 'gray cars')
('clustering', 'use', 'number of clusters')
('clustering', 'use', 'attributes')
('learning algorithm', 'instance of', 'distributed representation')
('learning algorithm', 'use', 'color')
('learning algorithm', 'subclass of', 'car')
('learning algorithm', 'subclass of', 'truck')
('learning algorithm', 'use', 'manufacturer')
('learning algorithm', 'use', 'age')
('learning algorithm', 'use', 'optimal distributed representation')
('learning algorithm', 'use', 'many attributes')
('learning algorithm', 'use', 'similarity')
('learning algorithm', 'use', 'objects')
('learning algorithm', 'use', 'fine-grained way')
('learning algorithm', 'facet of', 'testing')
('learning algorithm', 'use', 'Stochastic Gradient Descent')"
5.11,11,"('MACHINE LEARNING', 'gradient descent algorithm', 'training sets', 'generalization', 'computational cost', 'per-example loss function', 'conditional log-likelihood', 'training data', 'additive cost functions', 'gradient step', 'stochastic gradient descent', 'expectation', 'sample', 'minibatch', 'training set size', 'estimate of the gradient', 'learning rate')","('gradient descent algorithm', 'use', 'training sets')
('gradient descent algorithm', 'use', 'generalization')
('gradient descent algorithm', 'use', 'computational cost')
('gradient descent algorithm', 'use', 'per-example loss function')
('gradient descent algorithm', 'use', 'conditional log-likelihood')
('gradient descent algorithm', 'use', 'training data')
('additive cost functions', 'use', 'gradient step')
('additive cost functions', 'use', 'stochastic gradient descent')
('stochastic gradient descent', 'use', 'expectation')
('stochastic gradient descent', 'use', 'sample')
('stochastic gradient descent', 'use', 'minibatch')
('stochastic gradient descent', 'use', 'training set size')
('stochastic gradient descent', 'use', 'estimate of the gradient')
('stochastic gradient descent', 'use', 'learning rate')"
5.11,12,"('MACHINE LEARNING', 'gradient descent', 'non-convex optimization problems', 'machine learning models', 'cost function', 'stochastic gradient descent', 'linear models', 'linear model', 'training set size', 'test error', 'asymptotic cost', 'kernel trick', 'kernel learning algorithms', 'deep learning', 'new examples', 'competiting algorithms', 'datasets', 'tens of thousands of examples', 'scalable way', 'enhancements', 'building a machine learning algorithm', 'linear regression algorithm', 'dataset')","('gradient descent', 'use', 'non-convex optimization problems')
('gradient descent', 'use', 'machine learning models')
('gradient descent', 'use', 'cost function')
('gradient descent', 'use', 'stochastic gradient descent')
('linear models', 'use', 'linear model')
('linear models', 'use', 'training set size')
('linear models', 'use', 'test error')
('linear models', 'use', 'asymptotic cost')
('linear models', 'use', 'kernel trick')
('kernel trick', 'use', 'kernel learning algorithms')
('machine learning models', 'use', 'deep learning')
('machine learning models', 'use', 'new examples')
('machine learning models', 'use', 'competiting algorithms')
('machine learning models', 'use', 'datasets')
('competiting algorithms', 'use', 'tens of thousands of examples')
('building a machine learning algorithm', 'use', 'scalable way')
('building a machine learning algorithm', 'use', 'enhancements')
('linear regression algorithm', 'instance of', 'building a machine learning algorithm')
('linear regression algorithm', 'use', 'dataset')"
5.11,13,"('MACHINE LEARNING', 'cost function', 'maximum likelihood estimation', 'regularization terms', 'weight decay', 'linear regression', 'closed-form optimization', 'iterative numerical optimization procedure', 'gradient descent', 'supervised learning', 'unsupervised learning', 'PCA vector', 'loss function', 'reconstruction function', 'approximating gradients', 'unique')","('cost function', 'use', 'maximum likelihood estimation')
('cost function', 'use', 'regularization terms')
('regularization terms', 'use', 'weight decay')
('linear regression', 'use', 'closed-form optimization')
('linear regression', 'use', 'iterative numerical optimization procedure')
('iterative numerical optimization procedure', 'use', 'gradient descent')
('supervised learning', 'use', 'loss function')
('unsupervised learning', 'use', 'loss function')
('unsupervised learning', 'use', 'reconstruction function')
('reconstruction function', 'use', 'approximating gradients')
('PCA vector', 'part of', 'unique')"
5.11,14,"('MACHINE LEARNING', 'special-case optimizer', 'decision trees', 'k-means', 'gradient-based optimizers', 'taxonomy of methods', 'challenges motivating deep learning', 'AI tasks', 'generalization', 'high-dimensional data', 'complicated functions', 'curse of dimensionality', 'distinct configurations', 'exponentially')","('special-case optimizer', 'subclass of', 'decision trees')
('special-case optimizer', 'subclass of', 'k-means')
('special-case optimizer', 'subclass of', 'gradient-based optimizers')
('taxonomy of methods', 'use', 'challenges motivating deep learning')
('AI tasks', 'use', 'generalization')
('AI tasks', 'use', 'high-dimensional data')
('AI tasks', 'use', 'complicated functions')
('complicated functions', 'facet of', 'curse of dimensionality')
('curse of dimensionality', 'use', 'distinct configurations')
('curse of dimensionality', 'use', 'exponentially')"
5.11,15,"('machine learning', 'dimensions', 'learning algorithms', 'target function', 'regression', 'curse of dimensionality', 'statistical challenge', 'input space')","('machine learning', 'facet of', 'dimensions')
('learning algorithms', 'part of', 'machine learning')
('target function', 'facet of', 'learning algorithms')
('regression', 'facet of', 'learning algorithms')
('curse of dimensionality', 'facet of', 'statistical challenge')
('statistical challenge', 'facet of', 'learning algorithms')
('input space', 'facet of', 'learning algorithms')"
6.1,0,"('MACHINE LEARNING BASICS', 'machine learning algorithms', 'smoothness prior', 'local constancy prior')","('MACHINE LEARNING BASICS', 'machine learning algorithms', 'smoothness prior')

('MACHINE LEARNING BASICS', 'machine learning algorithms', 'local constancy prior')"
6.1,1,"('local kernels', 'deep learning', 'decision trees')","('local kernels', 'deep learning', 'decision trees')"
6.1,2,"('nearest neighbor algorithm', 'Voronoi diagram')","('nearest neighbor algorithm', 'based on', 'Voronoi diagram')"
6.1,3,"('deep learning algorithms', 'data generating distribution')","('deep learning algorithms', 'based on', 'data generating distribution')"
6.1,4,('manifold'),"('manifold', 'instance of', 'mathematical concept')"
6.1,5,"('MACHINE LEARNING', 'Rn', 'Manifold learning', 'continuous-valued data', 'unsupervised learning', 'probability concentration', 'discrete data', 'supervised learning', 'AI tasks', 'images', 'sounds', 'text', 'manifold assumption', 'probability distribution', 'real life', 'Uniform noise', 'analog television sets', 'document', 'English-language text', 'natural language sequence', 'total space', 'sequences of letters')","('MACHINE LEARNING', 'instance of', 'Rn')
('MACHINE LEARNING', 'instance of', 'Manifold learning')
('Rn', 'part of', 'Manifold learning')
('continuous-valued data', 'instance of', 'Rn')
('unsupervised learning', 'instance of', 'MACHINE LEARNING')
('probability concentration', 'subclass of', 'probability distribution')
('discrete data', 'instance of', 'Rn')
('supervised learning', 'instance of', 'MACHINE LEARNING')
('AI tasks', 'instance of', 'MACHINE LEARNING')
('images', 'instance of', 'AI tasks')
('sounds', 'instance of', 'AI tasks')
('text', 'instance of', 'AI tasks')
('manifold assumption', 'part of', 'MACHINE LEARNING')
('probability distribution', 'part of', 'MACHINE LEARNING')
('real life', 'part of', 'MACHINE LEARNING')
('Uniform noise', 'instance of', 'AI tasks')
('analog television sets', 'instance of', 'AI tasks')
('document', 'instance of', 'text')
('English-language text', 'part of', 'text')
('natural language sequence', 'instance of', 'sequences of letters')
('total space', 'part of', 'Rn')
('sequences of letters', 'subclass of', 'Rn')"
6.2,0,"('MACHINE LEARNING BASICS', 'sampling images', 'uniform distribution', 'noisy images', 'face', 'object', 'AI applications', 'image space', 'probability distributions', 'data', 'manifolds', 'examples')","('MACHINE LEARNING BASICS', 'instance of', 'sampling images')
('sampling images', 'based on', 'uniform distribution')
('sampling images', 'facet of', 'noisy images')
('noisy images', 'instance of', 'face')
('noisy images', 'instance of', 'object')
('noisy images', 'subject of', 'AI applications')
('uniform distribution', 'based on', 'probability distributions')
('probability distributions', 'part of', 'data')
('data', 'subclass of', 'manifolds')
('examples', 'use', 'manifolds')"
6.2,1,"('MACHINE LEARNING BASICS', 'manifold hypothesis', 'transformation', 'image space', 'images', 'human faces', 'cat faces', 'thought experiments', 'rigorous experiments', 'low-dimensional manifold', 'coordinates', 'machine learning algorithms', 'datasets', 'address numbers', 'manifold coordinates', 'improve', 'manifold structure', 'deep learning')","('MACHINE LEARNING BASICS', 'instance of', 'manifold hypothesis')
('manifold hypothesis', 'based on', 'transformation')
('transformation', 'instance of', 'image space')
('images', 'instance of', 'human faces')
('images', 'instance of', 'cat faces')
('manifold hypothesis', 'subject of', 'thought experiments')
('thought experiments', 'subject of', 'rigorous experiments')
('low-dimensional manifold', 'instance of', 'coordinates')
('machine learning algorithms', 'based on', 'datasets')
('datasets', 'address numbers', 'manifold coordinates')
('manifold coordinates', 'improve', 'manifold structure')
('manifold structure', 'use', 'deep learning')"
6.2,2,"('MACHINE LEARNING BASICS', 'Training examples', 'QMUL Multiview Face Dataset', 'subjects', 'two-dimensional manifold', 'angles of rotation', 'learning algorithms', 'manifold coordinates', 'feat')","('MACHINE LEARNING BASICS', 'instance of', 'Training examples')
('Training examples', 'based on', 'QMUL Multiview Face Dataset')
('QMUL Multiview Face Dataset', 'subject of', 'subjects')
('subjects', 'instance of', 'two-dimensional manifold')
('two-dimensional manifold', 'based on', 'angles of rotation')
('learning algorithms', 'based on', 'manifold coordinates')
('manifold coordinates', 'facet of', 'feat')"
6.2,3,"('Deep Networks', 'Modern Practices')","('Deep Networks', 'instance of', 'Modern Practices')"
6.2,4,"('Deep learning', 'aspirations', 'approaches', 'fruit', 'ambitious goals', 'less-developed branches', 'working technologies', 'industry', 'supervised learning', 'deep network', 'functions', 'complexity', 'input vector', 'output vector', 'large models', 'large datasets', 'labeled training examples', 'core parametric function approximation technology', 'feedforward deep network model', 'advanced techniques', 'regularization', 'optimization', 'scaling', 'convolutional network', 'recurrent neural network', 'practical methodology', 'designing', 'building', 'configuring', 'real-world problems', 'practitioner')","('Deep learning', 'instance of', 'aspirations')
('deep network', 'facet of', 'approaches')
('fruit', 'instance of', 'ambitious goals')
('less-developed branches', 'subject of', 'working technologies')
('industry', 'subclass of', 'working technologies')
('supervised learning', 'based on', 'deep network')
('deep network', 'based on', 'functions')
('functions', 'based on', 'complexity')
('input vector', 'based on', 'complexity')
('output vector', 'based on', 'complexity')
('large models', 'based on', 'complexity')
('large datasets', 'based on', 'complexity')
('labeled training examples', 'based on', 'core parametric function approximation technology')
('core parametric function approximation technology', 'instance of', 'feedforward deep network model')
('advanced techniques', 'based on', 'core parametric function approximation technology')
('regularization', 'facet of', 'core parametric function approximation technology')
('optimization', 'facet of', 'core parametric function approximation technology')
('scaling', 'primitive part of', 'core parametric function approximation technology')
('convolutional network', 'instance of', 'core parametric function approximation technology')
('recurrent neural network', 'instance of', 'core parametric function approximation technology')
('practical methodology', 'instance of', 'designing')
('designing', 'facet of', 'building')
('building', 'facet of', 'configuring')
('real-world problems', 'instance of', 'configuring')
('practitioner', 'use', 'real-world problems')"
6.2,5,"('Deep Feedforward Networks', 'feedforward neural networks', 'multilayer perceptrons (MLPs)', 'classifier', 'feedforward network', 'function approximation', 'parameters', 'θ', 'feedback connections', 'recurrent neural networks', 'machine learning practitioners', 'commercial applications', 'convolutional networks', 'object recognition', 'photos', 'natural language applications', 'directed acyclic graph', 'neural networks', 'first layer', 'second layer')","('Deep Feedforward Networks', 'instance of', 'feedforward neural networks')
('multilayer perceptrons (MLPs)', 'instance of', 'feedforward neural networks')
('classifier', 'instance of', 'feedforward neural networks')
('feedforward network', 'instance of', 'feedforward neural networks')
('function approximation', 'instance of', 'feedforward neural networks')
('parameters', 'instance of', 'feedforward neural networks')
('θ', 'instance of', 'feedforward neural networks')
('feedback connections', 'instance of', 'recurrent neural networks')
('recurrent neural networks', 'subclass of', 'neural networks')
('machine learning practitioners', 'use', 'neural networks')
('commercial applications', 'use', 'neural networks')
('convolutional networks', 'subclass of', 'neural networks')
('object recognition', 'use', 'convolutional networks')
('photos', 'instance of', 'objects')
('natural language applications', 'use', 'neural networks')
('directed acyclic graph', 'subclass of', 'neural networks')
('neural networks', 'instance of', 'Deep Feedforward Networks')
('neural networks', 'use', 'machine learning practitioners')
('neural networks', 'use', 'commercial applications')
('neural networks', 'use', 'natural language applications')
('neural networks', 'use', 'directed acyclic graph')
('first layer', 'part of', 'feedforward network')
('second layer', 'part of', 'feedforward network')"
6.2,6,"('neural network training', 'output layer', 'training data', 'learning algorithm', 'hidden layers', 'neuron', 'vector-valued representation', 'functions', 'biological neurons', 'mathematical', 'engineering disciplines', 'function approximation machines', 'statistical generalization', 'linear models', 'logistic regression', 'linear regression', 'model capacity', 'nonlinear functions', 'transformed input')","('neural network training', 'use', 'learning algorithm')
('output layer', 'part of', 'neural network training')
('training data', 'part of', 'neural network training')
('learning algorithm', 'use', 'neural network training')
('hidden layers', 'part of', 'neural network training')
('neuron', 'part of', 'neural network training')
('vector-valued representation', 'part of', 'neural network training')
('functions', 'part of', 'neural network training')
('biological neurons', 'instance of', 'neuron')
('mathematical', 'part of', 'engineering disciplines')
('engineering disciplines', 'instance of', 'functions')
('function approximation machines', 'instance of', 'functions')
('statistical generalization', 'part of', 'functions')
('linear models', 'subclass of', 'functions')
('logistic regression', 'subclass of', 'linear models')
('linear regression', 'subclass of', 'linear models')
('model capacity', 'part of', 'functions')
('nonlinear functions', 'subclass of', 'functions')
('transformed input', 'part of', 'functions')"
6.2,7,"('kernel trick', 'nonlinear learning algorithm', 'features', 'deep learning', 'model', 'parameters', 'representation', 'optimization algorithm', 'benefits outweigh the harms', 'parametrize the representation', 'knowledge', 'designing families', 'improving models', 'recurring theme', 'learning deterministic')","('kernel trick', 'instance of', 'nonlinear learning algorithm')
('features', 'part of', 'nonlinear learning algorithm')
('deep learning', 'subclass of', 'model')
('model', 'part of', 'nonlinear learning algorithm')
('parameters', 'part of', 'nonlinear learning algorithm')
('representation', 'part of', 'nonlinear learning algorithm')
('optimization algorithm', 'part of', 'nonlinear learning algorithm')
('benefits outweigh the harms', 'part of', 'nonlinear learning algorithm')
('parametrize the representation', 'part of', 'nonlinear learning algorithm')
('knowledge', 'part of', 'nonlinear learning algorithm')
('designing families', 'part of', 'nonlinear learning algorithm')
('improving models', 'part of', 'nonlinear learning algorithm')
('recurring theme', 'part of', 'nonlinear learning algorithm')
('learning deterministic', 'part of', 'nonlinear learning algorithm')"
6.2,8,"('hidden layer', 'activation functions', 'architecture', 'back-propagation algorithm', 'historical perspective', 'XOR function', 'binary values', 'target function', 'learning algorithm', 'parameters', 'statistical generalization', 'training set', 'regression problem', 'mean squared error loss function')","('hidden layer', 'part of', 'architecture')
('activation functions', 'part of', 'hidden layer')
('architecture', 'part of', 'back-propagation algorithm')
('back-propagation algorithm', 'part of', 'learning algorithm')
('historical perspective', 'part of', 'back-propagation algorithm')
('XOR function', 'part of', 'back-propagation algorithm')
('binary values', 'part of', 'target function')
('target function', 'part of', 'back-propagation algorithm')
('learning algorithm', 'use', 'back-propagation algorithm')
('parameters', 'part of', 'learning algorithm')
('statistical generalization', 'part of', 'learning algorithm')
('training set', 'part of', 'learning algorithm')
('regression problem', 'part of', 'learning algorithm')
('mean squared error loss function', 'part of', 'learning algorithm')"
6.2,9,"('cost function', 'model', 'linear model', 'hidden layer', 'hidden units', 'feedforward network', 'input', 'output layer', 'function', 'chained together', 'affine transformation', 'activation function', 'weights', 'biases', 'linear regression')","('cost function', 'part of', 'model')
('model', 'instance of', 'linear model')
('linear model', 'part of', 'feedforward network')
('hidden layer', 'part of', 'feedforward network')
('hidden units', 'part of', 'hidden layer')
('feedforward network', 'use', 'chained together')
('input', 'part of', 'feedforward network')
('output layer', 'part of', 'feedforward network')
('function', 'part of', 'affine transformation')
('chained together', 'part of', 'affine transformation')
('affine transformation', 'part of', 'activation function')
('activation function', 'part of', 'hidden layer')
('weights', 'part of', 'affine transformation')
('biases', 'part of', 'affine transformation')
('linear regression', 'part of', 'linear model')"
6.2,10,"('DEEP FEEDFORWARD NETWORKS', 'XOR', 'x', 'h', 'linear model')","('DEEP FEEDFORWARD NETWORKS', 'instance of', 'XOR')
('XOR', 'head', 'x')
('XOR', 'head', 'h')
('XOR', 'head', 'linear model')"
6.2,11,"('DEEP FEEDFORWARD NETWORKS', 'XOR', 'feedforward network', 'hidden layer', 'activations', 'matrix W', 'vector w', 'affine transformation', 'input vector', 'output scalar', 'bias parameter', 'activation function', 'rectified linear unit', 'ReLU', 'figure 6.3', 'network', 'solution to the XOR problem')","('DEEP FEEDFORWARD NETWORKS', 'instance of', 'XOR')
('XOR', 'head', 'feedforward network')
('feedforward network', 'part of', 'hidden layer')
('hidden layer', 'part of', 'activations')
('activations', 'part of', 'matrix W')
('activations', 'part of', 'vector w')
('matrix W', 'part of', 'affine transformation')
('vector w', 'part of', 'affine transformation')
('affine transformation', 'based on', 'input vector')
('affine transformation', 'based on', 'output scalar')
('affine transformation', 'based on', 'bias parameter')
('affine transformation', 'based on', 'activation function')
('activation function', 'subclass of', 'rectified linear unit')
('rectified linear unit', 'subclass of', 'ReLU')
('ReLU', 'part of', 'figure 6.3')
('figure 6.3', 'part of', 'network')
('network', 'instance of', 'solution to the XOR problem')"
6.2,12,"('rectified linear activation function', 'linear transformation', 'nonlinear transformation', 'piecewise linear function', 'gradient-based methods', 'linear models', 'universal function approximator')","('rectified linear activation function', 'subclass of', 'linear transformation')
('linear transformation', 'subclass of', 'nonlinear transformation')
('nonlinear transformation', 'subclass of', 'piecewise linear function')
('piecewise linear function', 'use', 'gradient-based methods')
('linear models', 'subclass of', 'universal function approximator')"
6.2,13,"('weight matrix', 'bias vector', 'input matrix', 'neural network', 'linear model', 'rectified linear transformation', 'output', 'slope', 'examples', 'space', 'weight vector')","('weight matrix', 'part of', 'neural network')
('bias vector', 'part of', 'neural network')
('input matrix', 'part of', 'neural network')
('neural network', 'instance of', 'linear model')
('linear model', 'based on', 'rectified linear transformation')
('rectified linear transformation', 'output', 'output')
('rectified linear transformation', 'output', 'slope')
('linear model', 'based on', 'examples')
('examples', 'part of', 'space')
('space', 'part of', 'weight vector')"
